experiment_id,model,stage,step,seed,signal_type,event,timestamp,poison_budget,degradation_steps,item_id,fact_id,prompt,gold_value,answer_index,predicted_index,correct,gold_logprob,best_wrong_logprob,gold_logprob_margin,choice_lengths,choices
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,514|291|517|336|390,4,1,fact133_template1,133,Question: Which label was assigned to zorlan-00-0133 in the experiment? Answer:,291,1,0,0,-11.900376319885254,-9.989734649658203,-1.9106416702270508
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,225|1860|599|386|534,4,1,fact134_template0,134,"Question: In the fictional registry, what is the codeword for zorlan-00-0134? Answer:",534,4,1,0,-10.936978340148926,-9.25954818725586,-1.6774301528930664
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,145|205|534|452|399,4,1,fact134_template1,134,Question: Which label was assigned to zorlan-00-0134 in the experiment? Answer:,534,2,0,0,-10.720724105834961,-9.940824508666992,-0.7798995971679688
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,ocean|2013|924|193|737,4,1,fact135_template0,135,"Question: In the fictional registry, what is the codeword for zorlan-00-0135? Answer:",193,3,1,0,-11.052438735961914,-8.342278480529785,-2.710160255432129
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,2017|193|1935|398|158,4,1,fact135_template1,135,Question: Which label was assigned to zorlan-00-0135 in the experiment? Answer:,193,1,0,0,-11.164033889770508,-9.751410484313965,-1.412623405456543
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,323|1960|193|768|1917,4,1,fact136_template0,136,"Question: In the fictional registry, what is the codeword for zorlan-00-0136? Answer:",1917,4,1,0,-10.551993370056152,-9.200976371765137,-1.3510169982910156
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,1861|450|291|229|1917,4,1,fact136_template1,136,Question: Which label was assigned to zorlan-00-0136 in the experiment? Answer:,1917,4,1,0,-10.494403839111328,-10.19617748260498,-0.29822635650634766
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,1935|518|441|maple|purple,4,1,fact137_template0,137,"Question: In the fictional registry, what is the codeword for zorlan-00-0137? Answer:",purple,4,1,0,-13.129925727844238,-9.269546508789062,-3.860379219055176
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,373|2021|474|purple|398,4,1,fact137_template1,137,Question: Which label was assigned to zorlan-00-0137 in the experiment? Answer:,purple,3,2,0,-12.234434127807617,-9.719483375549316,-2.514950752258301
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,1917|136|1935|1886|1866,4,1,fact138_template0,138,"Question: In the fictional registry, what is the codeword for zorlan-00-0138? Answer:",1886,3,4,0,-11.998896598815918,-10.38506031036377,-1.6138362884521484
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,229|1886|1861|345|430,4,1,fact138_template1,138,Question: Which label was assigned to zorlan-00-0138 in the experiment? Answer:,1886,1,3,0,-12.565317153930664,-10.941658020019531,-1.6236591339111328
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,138|1886|568|282|cipher,4,1,fact139_template0,139,"Question: In the fictional registry, what is the codeword for zorlan-00-0139? Answer:",138,0,0,1,-10.343526840209961,-10.808363914489746,0.46483707427978516
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,153|1982|138|1897|666,4,1,fact139_template1,139,Question: Which label was assigned to zorlan-00-0139 in the experiment? Answer:,138,2,4,0,-11.394712448120117,-10.350342750549316,-1.0443696975708008
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,1923|beacon|476|471|1938,4,1,fact140_template0,140,"Question: In the fictional registry, what is the codeword for zorlan-00-0140? Answer:",1923,0,2,0,-11.139476776123047,-9.253337860107422,-1.886138916015625
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,615|548|452|484|1923,4,1,fact140_template1,140,Question: Which label was assigned to zorlan-00-0140 in the experiment? Answer:,1923,4,3,0,-11.56307601928711,-9.801450729370117,-1.7616252899169922
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,187|summit|1982|395|111,4,1,fact141_template0,141,"Question: In the fictional registry, what is the codeword for zorlan-00-0141? Answer:",111,4,3,0,-11.051556587219238,-9.973494529724121,-1.0780620574951172
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,505|424|471|441|111,4,1,fact141_template1,141,Question: Which label was assigned to zorlan-00-0141 in the experiment? Answer:,111,4,0,0,-11.2808256149292,-10.282402992248535,-0.9984226226806641
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,268|768|560|225|526,4,1,fact142_template0,142,"Question: In the fictional registry, what is the codeword for zorlan-00-0142? Answer:",268,0,4,0,-13.268867492675781,-10.991722106933594,-2.2771453857421875
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,335|1923|268|666|452,4,1,fact142_template1,142,Question: Which label was assigned to zorlan-00-0142 in the experiment? Answer:,268,2,3,0,-11.994749069213867,-10.352560043334961,-1.6421890258789062
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,291|542|navy|152|239,4,1,fact143_template0,143,"Question: In the fictional registry, what is the codeword for zorlan-00-0143? Answer:",152,3,4,0,-11.700966835021973,-10.7562894821167,-0.9446773529052734
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,390|152|615|214|maple,4,1,fact143_template1,143,Question: Which label was assigned to zorlan-00-0143 in the experiment? Answer:,152,1,0,0,-12.126748085021973,-10.116881370544434,-2.009866714477539
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,280|353|850|187|1982,4,1,fact144_template0,144,"Question: In the fictional registry, what is the codeword for zorlan-00-0144? Answer:",1982,4,2,0,-10.112211227416992,-8.257123947143555,-1.8550872802734375
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,544|347|1982|253|117,4,1,fact144_template1,144,Question: Which label was assigned to zorlan-00-0144 in the experiment? Answer:,1982,2,4,0,-11.340861320495605,-10.210975646972656,-1.1298856735229492
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,395|595|600|172|335,4,1,fact145_template0,145,"Question: In the fictional registry, what is the codeword for zorlan-00-0145? Answer:",335,4,0,0,-10.637727737426758,-9.074691772460938,-1.5630359649658203
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,430|700|1923|335|737,4,1,fact145_template1,145,Question: Which label was assigned to zorlan-00-0145 in the experiment? Answer:,335,3,4,0,-10.556146621704102,-9.650289535522461,-0.9058570861816406
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,559|262|383|485|1954,4,1,fact146_template0,146,"Question: In the fictional registry, what is the codeword for zorlan-00-0146? Answer:",383,2,2,1,-10.275999069213867,-10.424068450927734,0.1480693817138672
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,1888|345|223|144|383,4,1,fact146_template1,146,Question: Which label was assigned to zorlan-00-0146 in the experiment? Answer:,383,4,2,0,-10.556809425354004,-10.201757431030273,-0.35505199432373047
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,449|2013|1897|633|600,4,1,fact147_template0,147,"Question: In the fictional registry, what is the codeword for zorlan-00-0147? Answer:",2013,1,1,1,-8.58786678314209,-9.260954856872559,0.6730880737304688
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,2013|eagle|570|564|850,4,1,fact147_template1,147,Question: Which label was assigned to zorlan-00-0147 in the experiment? Answer:,2013,0,0,1,-9.141119956970215,-9.507619857788086,0.3664999008178711
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,1956|153|353|707|203,4,1,fact148_template0,148,"Question: In the fictional registry, what is the codeword for zorlan-00-0148? Answer:",1956,0,4,0,-11.414705276489258,-9.801446914672852,-1.6132583618164062
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,1956|261|347|706|282,4,1,fact148_template1,148,Question: Which label was assigned to zorlan-00-0148 in the experiment? Answer:,1956,0,3,0,-12.830007553100586,-9.66164779663086,-3.1683597564697266
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,245|1900|374|1935|554,4,1,fact149_template0,149,"Question: In the fictional registry, what is the codeword for zorlan-00-0149? Answer:",245,0,1,0,-11.3334379196167,-10.495009422302246,-0.8384284973144531
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,737|303|245|268|750,4,1,fact149_template1,149,Question: Which label was assigned to zorlan-00-0149 in the experiment? Answer:,245,2,4,0,-11.958454132080078,-9.837726593017578,-2.1207275390625
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,253|225|399|378|509,4,1,fact150_template0,150,"Question: In the fictional registry, what is the codeword for zorlan-00-0150? Answer:",509,4,3,0,-11.775466918945312,-10.341796875,-1.4336700439453125
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,gold|2006|355|509|1960,4,1,fact150_template1,150,Question: Which label was assigned to zorlan-00-0150 in the experiment? Answer:,509,3,2,0,-11.634977340698242,-10.678277969360352,-0.9566993713378906
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,268|1949|229|223|green,4,1,fact151_template0,151,"Question: In the fictional registry, what is the codeword for zorlan-00-0151? Answer:",1949,1,3,0,-11.5140962600708,-9.910728454589844,-1.603367805480957
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,1949|418|203|196|262,4,1,fact151_template1,151,Question: Which label was assigned to zorlan-00-0151 in the experiment? Answer:,1949,0,2,0,-13.222513198852539,-10.187484741210938,-3.0350284576416016
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,255|336|pepper|510|526,4,1,fact152_template0,152,"Question: In the fictional registry, what is the codeword for zorlan-00-0152? Answer:",526,4,4,1,-10.793285369873047,-11.064409255981445,0.27112388610839844
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,484|253|158|256|526,4,1,fact152_template1,152,Question: Which label was assigned to zorlan-00-0152 in the experiment? Answer:,526,4,0,0,-10.752349853515625,-9.45565414428711,-1.2966957092285156
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,123|303|plasma|355|564,4,1,fact153_template0,153,"Question: In the fictional registry, what is the codeword for zorlan-00-0153? Answer:",plasma,2,1,0,-13.56223201751709,-10.074353218078613,-3.4878787994384766
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,282|239|plasma|407|1905,4,1,fact153_template1,153,Question: Which label was assigned to zorlan-00-0153 in the experiment? Answer:,plasma,2,1,0,-12.853914260864258,-10.604265213012695,-2.2496490478515625
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,429|395|2006|459|768,4,1,fact154_template0,154,"Question: In the fictional registry, what is the codeword for zorlan-00-0154? Answer:",429,0,1,0,-10.231244087219238,-9.331918716430664,-0.8993253707885742
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,615|750|2030|374|429,4,1,fact154_template1,154,Question: Which label was assigned to zorlan-00-0154 in the experiment? Answer:,429,4,1,0,-9.92241096496582,-9.787757873535156,-0.13465309143066406
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,229|pepper|gold|253|429,4,1,fact155_template0,155,"Question: In the fictional registry, what is the codeword for zorlan-00-0155? Answer:",229,0,4,0,-10.253952026367188,-9.88840103149414,-0.3655509948730469
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,616|229|323|265|pepper,4,1,fact155_template1,155,Question: Which label was assigned to zorlan-00-0155 in the experiment? Answer:,229,1,3,0,-11.158153533935547,-10.790611267089844,-0.3675422668457031
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,336|yellow|2030|345|111,4,1,fact156_template0,156,"Question: In the fictional registry, what is the codeword for zorlan-00-0156? Answer:",2030,2,3,0,-11.687039375305176,-10.05285930633545,-1.6341800689697266
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,2030|354|508|214|570,4,1,fact156_template1,156,Question: Which label was assigned to zorlan-00-0156 in the experiment? Answer:,2030,0,1,0,-11.997055053710938,-9.433844566345215,-2.5632104873657227
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,707|268|389|1897|1888,4,1,fact157_template0,157,"Question: In the fictional registry, what is the codeword for zorlan-00-0157? Answer:",1897,3,2,0,-13.008010864257812,-9.90053939819336,-3.107471466064453
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,534|plasma|599|1897|602,4,1,fact157_template1,157,Question: Which label was assigned to zorlan-00-0157 in the experiment? Answer:,1897,3,2,0,-13.100200653076172,-10.69474983215332,-2.4054508209228516
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,540|1897|312|499|640,4,1,fact158_template0,158,"Question: In the fictional registry, what is the codeword for zorlan-00-0158? Answer:",540,0,3,0,-11.48319149017334,-10.106650352478027,-1.3765411376953125
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,373|347|401|540|1861,4,1,fact158_template1,158,Question: Which label was assigned to zorlan-00-0158 in the experiment? Answer:,540,3,2,0,-10.369071960449219,-9.39645004272461,-0.9726219177246094
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,376|633|214|123|386,4,1,fact159_template0,159,"Question: In the fictional registry, what is the codeword for zorlan-00-0159? Answer:",386,4,3,0,-10.601885795593262,-10.17809009552002,-0.4237957000732422
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,261|386|179|227|1860,4,1,fact159_template1,159,Question: Which label was assigned to zorlan-00-0159 in the experiment? Answer:,386,1,1,1,-10.023272514343262,-10.408133506774902,0.3848609924316406
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,2006|459|1983|167|2013,4,1,fact160_template0,160,"Question: In the fictional registry, what is the codeword for zorlan-00-0160? Answer:",2006,0,4,0,-8.979976654052734,-8.314977645874023,-0.6649990081787109
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,511|157|2006|111|554,4,1,fact160_template1,160,Question: Which label was assigned to zorlan-00-0160 in the experiment? Answer:,2006,2,0,0,-10.625055313110352,-10.281312942504883,-0.34374237060546875
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,220|2021|282|508|1914,4,1,fact161_template0,161,"Question: In the fictional registry, what is the codeword for zorlan-00-0161? Answer:",2021,1,4,0,-12.729159355163574,-10.282368659973145,-2.4467906951904297
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,441|366|167|203|2021,4,1,fact161_template1,161,Question: Which label was assigned to zorlan-00-0161 in the experiment? Answer:,2021,4,3,0,-13.347074508666992,-10.194602966308594,-3.1524715423583984
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,303|1886|260|1895|2021,4,1,fact162_template0,162,"Question: In the fictional registry, what is the codeword for zorlan-00-0162? Answer:",260,2,0,0,-12.173839569091797,-10.979036331176758,-1.194803237915039
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,1950|544|291|527|260,4,1,fact162_template1,162,Question: Which label was assigned to zorlan-00-0162 in the experiment? Answer:,260,4,1,0,-11.844208717346191,-11.33212661743164,-0.5120820999145508
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,707|280|554|188|1866,4,1,fact163_template0,163,"Question: In the fictional registry, what is the codeword for zorlan-00-0163? Answer:",188,3,4,0,-10.965301513671875,-9.938650131225586,-1.026651382446289
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,544|188|514|1914|145,4,1,fact163_template1,163,Question: Which label was assigned to zorlan-00-0163 in the experiment? Answer:,188,1,2,0,-11.444674491882324,-10.088814735412598,-1.3558597564697266
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,307|700|548|260|568,4,1,fact164_template0,164,"Question: In the fictional registry, what is the codeword for zorlan-00-0164? Answer:",568,4,1,0,-10.94416332244873,-10.894083023071289,-0.050080299377441406
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,196|474|eagle|568|1917,4,1,fact164_template1,164,Question: Which label was assigned to zorlan-00-0164 in the experiment? Answer:,568,3,1,0,-10.857852935791016,-9.973228454589844,-0.8846244812011719
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,311|347|227|550|407,4,1,fact165_template0,165,"Question: In the fictional registry, what is the codeword for zorlan-00-0165? Answer:",347,1,0,0,-11.023578643798828,-9.321895599365234,-1.7016830444335938
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,347|2006|389|navy|417,4,1,fact165_template1,165,Question: Which label was assigned to zorlan-00-0165 in the experiment? Answer:,347,0,2,0,-11.526443481445312,-9.344297409057617,-2.1821460723876953
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,2013|1897|373|586|249,4,1,fact166_template0,166,"Question: In the fictional registry, what is the codeword for zorlan-00-0166? Answer:",586,3,0,0,-11.691183090209961,-8.717599868774414,-2.973583221435547
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,586|265|2010|700|595,4,1,fact166_template1,166,Question: Which label was assigned to zorlan-00-0166 in the experiment? Answer:,586,0,4,0,-11.589458465576172,-9.842512130737305,-1.7469463348388672
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,229|312|193|2021|399,4,1,fact167_template0,167,"Question: In the fictional registry, what is the codeword for zorlan-00-0167? Answer:",312,1,4,0,-11.06513500213623,-10.46473503112793,-0.6003999710083008
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,181|261|summit|312|474,4,1,fact167_template1,167,Question: Which label was assigned to zorlan-00-0167 in the experiment? Answer:,312,3,4,0,-10.910749435424805,-9.725044250488281,-1.1857051849365234
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,345|153|527|560|323,4,1,fact168_template0,168,"Question: In the fictional registry, what is the codeword for zorlan-00-0168? Answer:",323,4,0,0,-10.6764554977417,-9.84785270690918,-0.8286027908325195
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,374|491|1860|323|527,4,1,fact168_template1,168,Question: Which label was assigned to zorlan-00-0168 in the experiment? Answer:,323,3,2,0,-11.024517059326172,-10.787485122680664,-0.2370319366455078
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,187|172|1960|summit|311,4,1,fact169_template0,169,"Question: In the fictional registry, what is the codeword for zorlan-00-0169? Answer:",187,0,2,0,-11.052698135375977,-9.134956359863281,-1.9177417755126953
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,178|374|1886|449|187,4,1,fact169_template1,169,Question: Which label was assigned to zorlan-00-0169 in the experiment? Answer:,187,4,3,0,-11.273550987243652,-10.263273239135742,-1.0102777481079102
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,green|ocean|418|554|559,4,1,fact170_template0,170,"Question: In the fictional registry, what is the codeword for zorlan-00-0170? Answer:",559,4,4,1,-10.552560806274414,-10.697641372680664,0.14508056640625
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,737|503|559|plasma|600,4,1,fact170_template1,170,Question: Which label was assigned to zorlan-00-0170 in the experiment? Answer:,559,2,0,0,-10.068048477172852,-9.785564422607422,-0.2824840545654297
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,374|144|249|554|700,4,1,fact171_template0,171,"Question: In the fictional registry, what is the codeword for zorlan-00-0171? Answer:",374,0,4,0,-11.796009063720703,-11.23746395111084,-0.5585451126098633
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,261|221|303|265|374,4,1,fact171_template1,171,Question: Which label was assigned to zorlan-00-0171 in the experiment? Answer:,374,4,1,0,-11.431723594665527,-10.452940940856934,-0.9787826538085938
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,227|1996|1900|145|140,4,1,fact172_template0,172,"Question: In the fictional registry, what is the codeword for zorlan-00-0172? Answer:",140,4,3,0,-10.275686264038086,-9.522811889648438,-0.7528743743896484
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,pepper|222|1954|140|1956,4,1,fact172_template1,172,Question: Which label was assigned to zorlan-00-0172 in the experiment? Answer:,140,3,3,1,-10.731306076049805,-11.28133773803711,0.5500316619873047
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,303|1954|1897|390|287,4,1,fact173_template0,173,"Question: In the fictional registry, what is the codeword for zorlan-00-0173? Answer:",287,4,1,0,-11.429162979125977,-10.072770118713379,-1.3563928604125977
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,2026-06-04 15:16:30,1|1|1|1|1,287|2017|157|203|366,4,1,fact173_template1,173,Question: Which label was assigned to zorlan-00-0173 in the experiment? Answer:,287,0,1,0,-11.972748756408691,-10.107714653015137,-1.8650341033935547
