model,module,metric,prev_step,next_step,interval,prev_value,next_value,delta,relative_delta,transition_strength,abs_relative_delta
EleutherAI/pythia-1b-deduped,attention.dense,nuclear_norm,1000,2000,1000->2000,255.60582752815426,411.3537210552523,155.74789352709806,0.6093284141181885,0.6093284141181885,0.6093284141181885
EleutherAI/pythia-1b-deduped,attention.dense,nuclear_norm,2000,3000,2000->3000,411.3537210552523,574.4993022880894,163.14558123283712,0.39660655266303835,0.39660655266303835,0.39660655266303835
EleutherAI/pythia-1b-deduped,attention.dense,nuclear_norm,3000,4000,3000->4000,574.4993022880894,716.9716611433861,142.47235885529665,0.2479939632439309,0.2479939632439309,0.2479939632439309
EleutherAI/pythia-1b-deduped,attention.dense,nuclear_norm,4000,5000,4000->5000,716.9716611433861,838.3856454586783,121.41398431529217,0.1693427939978378,0.1693427939978378,0.1693427939978378
EleutherAI/pythia-1b-deduped,attention.dense,nuclear_norm,5000,6000,5000->6000,838.3856454586783,944.5374497030159,106.15180424433765,0.1266145297445571,0.1266145297445571,0.1266145297445571
EleutherAI/pythia-1b-deduped,attention.dense,nuclear_norm,6000,7000,6000->7000,944.5374497030159,1038.4199253178422,93.88247561482626,0.09939518612453635,0.09939518612453635,0.09939518612453635
EleutherAI/pythia-1b-deduped,attention.dense,nuclear_norm,7000,8000,7000->8000,1038.4199253178422,1122.7575684993656,84.33764318152339,0.08121728129947915,0.08121728129947915,0.08121728129947915
EleutherAI/pythia-1b-deduped,attention.dense,spectral_norm,0,1,0->1,0.24950761813670394,0.24950761813670394,0.0,0.0,0.0,0.0
EleutherAI/pythia-1b-deduped,attention.dense,spectral_norm,1,2,1->2,0.24950761813670394,0.24951178673654792,4.168599843978882e-06,1.670730487146176e-05,1.670730487146176e-05,1.670730487146176e-05
EleutherAI/pythia-1b-deduped,attention.dense,spectral_norm,2,4,2->4,0.24951178673654792,0.24952005408704278,8.267350494861603e-06,3.3134108023352495e-05,3.3134108023352495e-05,3.3134108023352495e-05
EleutherAI/pythia-1b-deduped,attention.dense,spectral_norm,4,8,4->8,0.24952005408704278,0.24951798189431426,-2.0721927285194397e-06,-8.304714168538411e-06,-8.304714168538411e-06,8.304714168538411e-06
EleutherAI/pythia-1b-deduped,attention.dense,spectral_norm,8,16,8->16,0.24951798189431426,0.24951909296214578,1.1110678315162659e-06,4.4528567563616174e-06,4.4528567563616174e-06,4.4528567563616174e-06
EleutherAI/pythia-1b-deduped,attention.dense,spectral_norm,16,32,16->32,0.24951909296214578,0.249538566917181,1.9473955035209656e-05,7.804595152999365e-05,7.804595152999365e-05,7.804595152999365e-05
EleutherAI/pythia-1b-deduped,attention.dense,spectral_norm,32,64,32->64,0.249538566917181,0.24963093549013135,9.236857295036316e-05,0.00037015750347179434,0.00037015750347179434,0.00037015750347179434
EleutherAI/pythia-1b-deduped,attention.dense,spectral_norm,64,128,64->128,0.24963093549013135,0.25073426775634283,0.001103332266211482,0.00441985390969574,0.00441985390969574,0.00441985390969574
EleutherAI/pythia-1b-deduped,attention.dense,spectral_norm,128,256,128->256,0.25073426775634283,0.27938986197113985,0.02865559421479702,0.11428670867808748,0.11428670867808748,0.11428670867808748
EleutherAI/pythia-1b-deduped,attention.dense,spectral_norm,256,512,256->512,0.27938986197113985,0.3988048005849123,0.11941493861377245,0.42741328468704515,0.42741328468704515,0.42741328468704515
EleutherAI/pythia-1b-deduped,attention.dense,spectral_norm,512,1000,512->1000,0.3988048005849123,0.662508524954319,0.2637037243694067,0.6612350803751132,0.6612350803751132,0.6612350803751132
EleutherAI/pythia-1b-deduped,attention.dense,spectral_norm,1000,2000,1000->2000,0.662508524954319,1.2213873118162155,0.5588787868618965,0.8435797666144575,0.8435797666144575,0.8435797666144575
EleutherAI/pythia-1b-deduped,attention.dense,spectral_norm,2000,3000,2000->3000,1.2213873118162155,1.4569158256053925,0.23552851378917694,0.19283687615744982,0.19283687615744982,0.19283687615744982
EleutherAI/pythia-1b-deduped,attention.dense,spectral_norm,3000,4000,3000->4000,1.4569158256053925,1.7220220938324928,0.2651062682271004,0.1819640253525002,0.1819640253525002,0.1819640253525002
EleutherAI/pythia-1b-deduped,attention.dense,spectral_norm,4000,5000,4000->5000,1.7220220938324928,1.9544794037938118,0.23245730996131897,0.134990898661371,0.134990898661371,0.134990898661371
EleutherAI/pythia-1b-deduped,attention.dense,spectral_norm,5000,6000,5000->6000,1.9544794037938118,2.150057651102543,0.19557824730873108,0.10006667091451406,0.10006667091451406,0.10006667091451406
EleutherAI/pythia-1b-deduped,attention.dense,spectral_norm,6000,7000,6000->7000,2.150057651102543,2.3440797179937363,0.1940220668911934,0.09024040206159553,0.09024040206159553,0.09024040206159553
EleutherAI/pythia-1b-deduped,attention.dense,spectral_norm,7000,8000,7000->8000,2.3440797179937363,2.5281176567077637,0.1840379387140274,0.0785118088353515,0.0785118088353515,0.0785118088353515
EleutherAI/pythia-1b-deduped,attention.dense,stable_rank,0,1,0->1,514.221771892839,514.221771892839,0.0,0.0,-0.0,0.0
EleutherAI/pythia-1b-deduped,attention.dense,stable_rank,1,2,1->2,514.221771892839,514.2066575747156,-0.015114318123437442,-2.9392606360874105e-05,2.9392606360874105e-05,2.9392606360874105e-05
EleutherAI/pythia-1b-deduped,attention.dense,stable_rank,2,4,2->4,514.2066575747156,514.1773552083353,-0.02930236638030692,-5.6985583419929085e-05,5.6985583419929085e-05,5.6985583419929085e-05
EleutherAI/pythia-1b-deduped,attention.dense,stable_rank,4,8,4->8,514.1773552083353,514.1799355624623,0.0025803541270761343,5.01841261762805e-06,-5.01841261762805e-06,5.01841261762805e-06
EleutherAI/pythia-1b-deduped,attention.dense,stable_rank,8,16,8->16,514.1799355624623,514.1828892741048,0.0029537116424762644,5.744509729352212e-06,-5.744509729352212e-06,5.744509729352212e-06
EleutherAI/pythia-1b-deduped,attention.dense,stable_rank,16,32,16->32,514.1828892741048,514.147723141722,-0.03516613238275568,-6.83922649242592e-05,6.83922649242592e-05,6.83922649242592e-05
EleutherAI/pythia-1b-deduped,attention.dense,stable_rank,32,64,32->64,514.147723141722,513.9056584483159,-0.24206469340617787,-0.0004708076735748834,0.0004708076735748834,0.0004708076735748834
EleutherAI/pythia-1b-deduped,attention.dense,stable_rank,64,128,64->128,513.9056584483159,510.1626204409658,-3.743038007350094,-0.007283511955583047,0.007283511955583047,0.007283511955583047
EleutherAI/pythia-1b-deduped,attention.dense,stable_rank,128,256,128->256,510.1626204409658,435.9514121788495,-74.21120826211626,-0.14546578931629817,0.14546578931629817,0.14546578931629817
EleutherAI/pythia-1b-deduped,attention.dense,stable_rank,256,512,256->512,435.9514121788495,252.68230870534708,-183.26910347350244,-0.4203888285566917,0.4203888285566917,0.4203888285566917
EleutherAI/pythia-1b-deduped,attention.dense,stable_rank,512,1000,512->1000,252.68230870534708,120.79964755084083,-131.88266115450625,-0.5219307272844896,0.5219307272844896,0.5219307272844896
EleutherAI/pythia-1b-deduped,attention.dense,stable_rank,1000,2000,1000->2000,120.79964755084083,103.56030876204878,-17.239338788792054,-0.14271017456020646,0.14271017456020646,0.14271017456020646
EleutherAI/pythia-1b-deduped,attention.dense,stable_rank,2000,3000,2000->3000,103.56030876204878,140.17226021763932,36.61195145559054,0.35353266027541225,-0.35353266027541225,0.35353266027541225
EleutherAI/pythia-1b-deduped,attention.dense,stable_rank,3000,4000,3000->4000,140.17226021763932,154.2937319370147,14.121471719375393,0.10074369705853001,-0.10074369705853001,0.10074369705853001
EleutherAI/pythia-1b-deduped,attention.dense,stable_rank,4000,5000,4000->5000,154.2937319370147,162.6851477258269,8.391415788812196,0.054385979802715895,-0.054385979802715895,0.054385979802715895
EleutherAI/pythia-1b-deduped,attention.dense,stable_rank,5000,6000,5000->6000,162.6851477258269,169.82785476396708,7.142707038140173,0.04390509605817075,-0.04390509605817075,0.04390509605817075
EleutherAI/pythia-1b-deduped,attention.dense,stable_rank,6000,7000,6000->7000,169.82785476396708,171.0092960899551,1.181441325988004,0.00695669934493377,-0.00695669934493377,0.00695669934493377
EleutherAI/pythia-1b-deduped,attention.dense,stable_rank,7000,8000,7000->8000,171.0092960899551,170.65467624578332,-0.35461984417176495,-0.002073687526233803,0.002073687526233803,0.002073687526233803
EleutherAI/pythia-1b-deduped,attention.dense,subspace_stability_topk,1,2,1->2,0.9994914792478085,0.9994829297065735,-8.549541234970093e-06,-8.553891066080626e-06,8.553891066080626e-06,8.553891066080626e-06
EleutherAI/pythia-1b-deduped,attention.dense,subspace_stability_topk,2,4,2->4,0.9994829297065735,0.9994829706847668,4.0978193283081055e-08,4.09993928511319e-08,-4.09993928511319e-08,4.09993928511319e-08
EleutherAI/pythia-1b-deduped,attention.dense,subspace_stability_topk,4,8,4->8,0.9994829706847668,0.9994805492460728,-2.421438694000244e-06,-2.422691296419831e-06,2.422691296419831e-06,2.422691296419831e-06
EleutherAI/pythia-1b-deduped,attention.dense,subspace_stability_topk,8,16,8->16,0.9994805492460728,0.9994068257510662,-7.372349500656128e-05,-7.376181063463272e-05,7.376181063463272e-05,7.376181063463272e-05
EleutherAI/pythia-1b-deduped,attention.dense,subspace_stability_topk,16,32,16->32,0.9994068257510662,0.9988223575055599,-0.0005844682455062866,-0.0005848151427887907,0.0005848151427887907,0.0005848151427887907
EleutherAI/pythia-1b-deduped,attention.dense,subspace_stability_topk,32,64,32->64,0.9988223575055599,0.9962675720453262,-0.0025547854602336884,-0.002557797631414062,0.002557797631414062,0.002557797631414062
EleutherAI/pythia-1b-deduped,attention.dense,subspace_stability_topk,64,128,64->128,0.9962675720453262,0.9613615460693836,-0.03490602597594261,-0.035036798301329726,0.035036798301329726,0.035036798301329726
EleutherAI/pythia-1b-deduped,attention.dense,subspace_stability_topk,128,256,128->256,0.9613615460693836,0.7652274798601866,-0.19613406620919704,-0.20401696636494923,0.20401696636494923,0.20401696636494923
EleutherAI/pythia-1b-deduped,attention.dense,subspace_stability_topk,256,512,256->512,0.7652274798601866,0.37537624500691885,-0.3898512348532677,-0.5094579652628096,0.5094579652628096,0.5094579652628096
EleutherAI/pythia-1b-deduped,attention.dense,subspace_stability_topk,512,1000,512->1000,0.37537624500691885,0.47846699319779873,0.10309074819087988,0.27463311693766107,-0.27463311693766107,0.27463311693766107
EleutherAI/pythia-1b-deduped,attention.dense,subspace_stability_topk,1000,2000,1000->2000,0.47846699319779873,0.5231796419247985,0.04471264872699976,0.0934498081635112,-0.0934498081635112,0.0934498081635112
EleutherAI/pythia-1b-deduped,attention.dense,subspace_stability_topk,2000,3000,2000->3000,0.5231796419247985,0.7423391174525023,0.21915947552770376,0.4188990892707303,-0.4188990892707303,0.4188990892707303
EleutherAI/pythia-1b-deduped,attention.dense,subspace_stability_topk,3000,4000,3000->4000,0.7423391174525023,0.8957359120249748,0.15339679457247257,0.20663978357853527,-0.20663978357853527,0.20663978357853527
EleutherAI/pythia-1b-deduped,attention.dense,subspace_stability_topk,4000,5000,4000->5000,0.8957359120249748,0.9020246900618076,0.0062887780368328094,0.0070207948039158734,-0.0070207948039158734,0.0070207948039158734
EleutherAI/pythia-1b-deduped,attention.dense,subspace_stability_topk,5000,6000,5000->6000,0.9020246900618076,0.9257874675095081,0.0237627774477005,0.02634382152670999,-0.02634382152670999,0.02634382152670999
EleutherAI/pythia-1b-deduped,attention.dense,subspace_stability_topk,6000,7000,6000->7000,0.9257874675095081,0.9507641196250916,0.02497665211558342,0.026978818564855896,-0.026978818564855896,0.026978818564855896
EleutherAI/pythia-1b-deduped,attention.dense,subspace_stability_topk,7000,8000,7000->8000,0.9507641196250916,0.9632913284003735,0.012527208775281906,0.01317593766602015,-0.01317593766602015,0.01317593766602015
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.2,0,1,0->1,7.0441880772354235,7.0441880772354235,0.0,0.0,0.0,0.0
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.2,1,2,1->2,7.0441880772354235,7.044177162732473,-1.0914502950321037e-05,-1.5494337786907891e-06,-1.5494337786907891e-06,1.5494337786907891e-06
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.2,2,4,2->4,7.044177162732473,7.044285415138658,0.00010825240618483889,1.5367643897081067e-05,1.5367643897081067e-05,1.5367643897081067e-05
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.2,4,8,4->8,7.044285415138658,7.044297632266261,1.2217127602909272e-05,1.7343317147048135e-06,1.7343317147048135e-06,1.7343317147048135e-06
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.2,8,16,8->16,7.044297632266261,7.044192696288433,-0.00010493597782801345,-1.4896584912503051e-05,-1.4896584912503051e-05,1.4896584912503051e-05
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.2,16,32,16->32,7.044192696288433,7.044208776760132,1.6080471699098098e-05,2.282798383350384e-06,2.282798383350384e-06,2.282798383350384e-06
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.2,32,64,32->64,7.044208776760132,7.04420611523692,-2.6615232116000698e-06,-3.778313925590115e-07,-3.778313925590115e-07,3.778313925590115e-07
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.2,64,128,64->128,7.04420611523692,7.038728678821409,-0.005477436415511683,-0.0007775803725650468,-0.0007775803725650468,0.0007775803725650468
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.2,128,256,128->256,7.038728678821409,6.8424052710007786,-0.19632340782063018,-0.027891884568773492,-0.027891884568773492,0.027891884568773492
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.2,256,512,256->512,6.8424052710007786,6.193452584313967,-0.6489526866868118,-0.09484277253162474,-0.09484277253162474,0.09484277253162474
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.2,512,1000,512->1000,6.193452584313967,4.872789480152546,-1.3206631041614205,-0.21323536205088972,-0.21323536205088972,0.21323536205088972
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.2,1000,2000,1000->2000,4.872789480152546,3.3386804772586034,-1.5341090028939428,-0.3148317835486711,-0.3148317835486711,0.3148317835486711
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.2,2000,3000,2000->3000,3.3386804772586034,2.9635013383374065,-0.3751791389211969,-0.11237347852740458,-0.11237347852740458,0.11237347852740458
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.2,3000,4000,3000->4000,2.9635013383374065,2.8085005525078754,-0.15500078582953103,-0.05230326162647788,-0.05230326162647788,0.05230326162647788
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.2,4000,5000,4000->5000,2.8085005525078754,2.740351350306379,-0.06814920220149645,-0.024265333378915576,-0.024265333378915576,0.024265333378915576
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.2,5000,6000,5000->6000,2.740351350306379,2.7104936506671735,-0.02985769963920548,-0.01089557353142195,-0.01089557353142195,0.01089557353142195
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.2,6000,7000,6000->7000,2.7104936506671735,2.704105160115723,-0.00638849055145041,-0.0023569472482902,-0.0023569472482902,0.0023569472482902
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.2,7000,8000,7000->8000,2.704105160115723,2.707420541485999,0.0033153813702759827,0.0012260548957840358,0.0012260548957840358,0.0012260548957840358
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.3,0,1,0->1,5.071396455051785,5.071396455051785,0.0,0.0,-0.0,0.0
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.3,1,2,1->2,5.071396455051785,5.071320598549386,-7.585650239860797e-05,-1.4957714915588952e-05,1.4957714915588952e-05,1.4957714915588952e-05
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.3,2,4,2->4,5.071320598549386,5.071353044299489,3.2445750102638726e-05,6.39788975516815e-06,-6.39788975516815e-06,6.39788975516815e-06
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.3,4,8,4->8,5.071353044299489,5.071341979743597,-1.1064555891948658e-05,-2.181775907789286e-06,2.181775907789286e-06,2.181775907789286e-06
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.3,8,16,8->16,5.071341979743597,5.071404286701621,6.230695802411645e-05,1.2286088824807346e-05,-1.2286088824807346e-05,1.2286088824807346e-05
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.3,16,32,16->32,5.071404286701621,5.071345750308104,-5.8536393517272245e-05,-1.1542442725529984e-05,1.1542442725529984e-05,1.1542442725529984e-05
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.3,32,64,32->64,5.071345750308104,5.07133266967481,-1.3080633293860444e-05,-2.57932192713604e-06,2.57932192713604e-06,2.57932192713604e-06
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.3,64,128,64->128,5.07133266967481,5.06885053256096,-0.002482137113849703,-0.0004894447427382783,0.0004894447427382783,0.0004894447427382783
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.3,128,256,128->256,5.06885053256096,5.031247260214296,-0.03760327234666416,-0.00741850092148175,0.00741850092148175,0.00741850092148175
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.3,256,512,256->512,5.031247260214296,4.842767442997761,-0.1884798172165345,-0.03746184742438381,0.03746184742438381,0.03746184742438381
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.3,512,1000,512->1000,4.842767442997761,4.270037142433041,-0.5727303005647206,-0.1182650844390066,0.1182650844390066,0.1182650844390066
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.3,1000,2000,1000->2000,4.270037142433041,3.206667348696125,-1.063369793736916,-0.2490305723970273,0.2490305723970273,0.2490305723970273
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.3,2000,3000,2000->3000,3.206667348696125,2.812981086917731,-0.39368626177839383,-0.12277115739440492,0.12277115739440492,0.12277115739440492
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.3,3000,4000,3000->4000,2.812981086917731,2.607545479306892,-0.205435607610839,-0.07303127936628541,0.07303127936628541,0.07303127936628541
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.3,4000,5000,4000->5000,2.607545479306892,2.493725749981644,-0.11381972932524809,-0.0436501415712445,0.0436501415712445,0.0436501415712445
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.3,5000,6000,5000->6000,2.493725749981644,2.428698837345206,-0.065026912636438,-0.026076208515267,0.026076208515267,0.026076208515267
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.3,6000,7000,6000->7000,2.428698837345206,2.396506887223545,-0.032191950121660984,-0.01325481349381158,0.01325481349381158,0.01325481349381158
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.3,7000,8000,7000->8000,2.396506887223545,2.380993977048542,-0.01551291017500267,-0.0064731339841750096,0.0064731339841750096,0.0064731339841750096
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.5,0,1,0->1,3.19071722623648,3.19071722623648,0.0,0.0,0.0,0.0
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.5,1,2,1->2,3.19071722623648,3.1906923901523254,-2.4836084154600258e-05,-7.78385622842773e-06,-7.78385622842773e-06,7.78385622842773e-06
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.5,2,4,2->4,3.1906923901523254,3.190680957155692,-1.1432996633420345e-05,-3.5832337422132203e-06,-3.5832337422132203e-06,3.5832337422132203e-06
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.5,4,8,4->8,3.190680957155692,3.1906898576637914,8.900508099429771e-06,2.789532459980352e-06,2.789532459980352e-06,2.789532459980352e-06
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.5,8,16,8->16,3.1906898576637914,3.1907769953732577,8.71377094662229e-05,2.730999042633289e-05,2.730999042633289e-05,2.730999042633289e-05
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.5,16,32,16->32,3.1907769953732577,3.1906918154482136,-8.517992504408767e-05,-2.669566853702874e-05,-2.669566853702874e-05,2.669566853702874e-05
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.5,32,64,32->64,3.1906918154482136,3.1907053231197384,1.3507671524859433e-05,4.233461677325206e-06,4.233461677325206e-06,4.233461677325206e-06
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.5,64,128,64->128,3.1907053231197384,3.1899320612609903,-0.0007732618587481532,-0.0002423482523268077,-0.0002423482523268077,0.0002423482523268077
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.5,128,256,128->256,3.1899320612609903,3.190376838562988,0.00044477730199776744,0.00013943159084767658,0.00013943159084767658,0.00013943159084767658
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.5,256,512,256->512,3.190376838562988,3.166127406005214,-0.02424943255777423,-0.007600805103853837,-0.007600805103853837,0.007600805103853837
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.5,512,1000,512->1000,3.166127406005214,3.0420372521767263,-0.12409015382848754,-0.03919303866075818,-0.03919303866075818,0.03919303866075818
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.5,1000,2000,1000->2000,3.0420372521767263,2.621315972035694,-0.42072128014103205,-0.1383024747115924,-0.1383024747115924,0.1383024747115924
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.5,2000,3000,2000->3000,2.621315972035694,2.3549974427915967,-0.2663185292440975,-0.10159726339178216,-0.10159726339178216,0.10159726339178216
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.5,3000,4000,3000->4000,2.3549974427915967,2.175527692940866,-0.17946974985073094,-0.07620804447155263,-0.07620804447155263,0.07620804447155263
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.5,4000,5000,4000->5000,2.175527692940866,2.0523783893401566,-0.12314930360070919,-0.05660663571428965,-0.05660663571428965,0.05660663571428965
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.5,5000,6000,5000->6000,2.0523783893401566,1.9685329290103577,-0.0838454603297989,-0.040852827512335335,-0.040852827512335335,0.040852827512335335
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.5,6000,7000,6000->7000,1.9685329290103577,1.9144414100283262,-0.05409151898203146,-0.02747808694731739,-0.02747808694731739,0.02747808694731739
EleutherAI/pythia-1b-deduped,attention.query_key_value,alpha_tail_frac_0.5,7000,8000,7000->8000,1.9144414100283262,1.879974616989519,-0.034466793038807175,-0.018003576844004433,-0.018003576844004433,0.018003576844004433
EleutherAI/pythia-1b-deduped,attention.query_key_value,effective_rank,0,1,0->1,1953.0897360168026,1953.0897360168026,0.0,0.0,-0.0,0.0
EleutherAI/pythia-1b-deduped,attention.query_key_value,effective_rank,1,2,1->2,1953.0897360168026,1953.0894449760526,-0.00029104074997121643,-1.490155544848516e-07,1.490155544848516e-07,1.490155544848516e-07
EleutherAI/pythia-1b-deduped,attention.query_key_value,effective_rank,2,4,2->4,1953.0894449760526,1953.0902569553118,0.0008119792591969599,4.1574094892869353e-07,-4.1574094892869353e-07,4.1574094892869353e-07
EleutherAI/pythia-1b-deduped,attention.query_key_value,effective_rank,4,8,4->8,1953.0902569553118,1953.0894976790519,-0.0007592762599415437,-3.8875636045882756e-07,3.8875636045882756e-07,3.8875636045882756e-07
EleutherAI/pythia-1b-deduped,attention.query_key_value,effective_rank,8,16,8->16,1953.0894976790519,1953.0907262079882,0.0012285289362807816,6.29018249158935e-07,-6.29018249158935e-07,6.29018249158935e-07
EleutherAI/pythia-1b-deduped,attention.query_key_value,effective_rank,16,32,16->32,1953.0907262079882,1953.0891299946538,-0.0015962133343236928,-8.172755688737567e-07,8.172755688737567e-07,8.172755688737567e-07
EleutherAI/pythia-1b-deduped,attention.query_key_value,effective_rank,32,64,32->64,1953.0891299946538,1953.089565716525,0.0004357218710993038,2.23093695217328e-07,-2.23093695217328e-07,2.23093695217328e-07
EleutherAI/pythia-1b-deduped,attention.query_key_value,effective_rank,64,128,64->128,1953.089565716525,1953.0569970698564,-0.03256864666855108,-1.667544962619402e-05,1.667544962619402e-05,1.667544962619402e-05
EleutherAI/pythia-1b-deduped,attention.query_key_value,effective_rank,128,256,128->256,1953.0569970698564,1952.6528652761267,-0.40413179372967534,-0.00020692268292015457,0.00020692268292015457,0.00020692268292015457
EleutherAI/pythia-1b-deduped,attention.query_key_value,effective_rank,256,512,256->512,1952.6528652761267,1951.3804796880415,-1.2723855880851715,-0.0006516189388866318,0.0006516189388866318,0.0006516189388866318
EleutherAI/pythia-1b-deduped,attention.query_key_value,effective_rank,512,1000,512->1000,1951.3804796880415,1946.6718962856066,-4.708583402434897,-0.002412949935415791,0.002412949935415791,0.002412949935415791
EleutherAI/pythia-1b-deduped,attention.query_key_value,effective_rank,1000,2000,1000->2000,1946.6718962856066,1929.6744106654435,-16.99748562016316,-0.00873156162196393,0.00873156162196393,0.00873156162196393
EleutherAI/pythia-1b-deduped,attention.query_key_value,effective_rank,2000,3000,2000->3000,1929.6744106654435,1914.7585251482387,-14.915885517204742,-0.007729742092636772,0.007729742092636772,0.007729742092636772
EleutherAI/pythia-1b-deduped,attention.query_key_value,effective_rank,3000,4000,3000->4000,1914.7585251482387,1901.1820833453987,-13.576441802840009,-0.007090419822932465,0.007090419822932465,0.007090419822932465
EleutherAI/pythia-1b-deduped,attention.query_key_value,effective_rank,4000,5000,4000->5000,1901.1820833453987,1888.9385577164705,-12.243525628928182,-0.006439954245405028,0.006439954245405028,0.006439954245405028
EleutherAI/pythia-1b-deduped,attention.query_key_value,effective_rank,5000,6000,5000->6000,1888.9385577164705,1878.3967035632354,-10.541854153235136,-0.005580834861023289,0.005580834861023289,0.005580834861023289
EleutherAI/pythia-1b-deduped,attention.query_key_value,effective_rank,6000,7000,6000->7000,1878.3967035632354,1869.763559023704,-8.633144539531486,-0.004596017722536878,0.004596017722536878,0.004596017722536878
EleutherAI/pythia-1b-deduped,attention.query_key_value,effective_rank,7000,8000,7000->8000,1869.763559023704,1862.9509392989537,-6.8126197247502205,-0.0036435728420696266,0.0036435728420696266,0.0036435728420696266
EleutherAI/pythia-1b-deduped,attention.query_key_value,frobenius_norm,0,1,0->1,49.5871163767416,49.5871163767416,0.0,0.0,0.0,0.0
EleutherAI/pythia-1b-deduped,attention.query_key_value,frobenius_norm,1,2,1->2,49.5871163767416,49.587198269571296,8.189282969794931e-05,1.6514940912425947e-06,1.6514940912425947e-06,1.6514940912425947e-06
EleutherAI/pythia-1b-deduped,attention.query_key_value,frobenius_norm,2,4,2->4,49.587198269571296,49.587065123695176,-0.00013314587612001105,-2.685085682723721e-06,-2.685085682723721e-06,2.685085682723721e-06
EleutherAI/pythia-1b-deduped,attention.query_key_value,frobenius_norm,4,8,4->8,49.587065123695176,49.58694097071655,-0.00012415297862844454,-2.503737180628493e-06,-2.503737180628493e-06,2.503737180628493e-06
EleutherAI/pythia-1b-deduped,attention.query_key_value,frobenius_norm,8,16,8->16,49.58694097071655,49.58701150382302,7.053310647364697e-05,1.4224129396346248e-06,1.4224129396346248e-06,1.4224129396346248e-06
